"line_id","act","source_file","line_number","source_ref","knot","location","speaker","character","text","word_count","recording_scope","cast_status","scratch_voice","scratch_voice_id","audio_path","recording_status"
"vo_act_i_0011","Act I","ink/prologue.ink","44","ink/prologue.ink:44","mudflats_harbor_view","mudflats","CORVIN","Corvin Vale","The ribs.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_harbor_view_011_corvin.mp3","unrecorded"
"vo_act_i_0012","Act I","ink/prologue.ink","46","ink/prologue.ink:46","mudflats_harbor_view","mudflats","CORVIN","Corvin Vale","Whole town's built through a dead thing's chest and nobody finds that remarkable but me.","15","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_harbor_view_012_corvin.mp3","unrecorded"
"vo_act_i_0013","Act I","ink/prologue.ink","48","ink/prologue.ink:48","mudflats_harbor_view","mudflats","CORVIN","Corvin Vale","I've talked at that harbor my whole life and it's never once answered.","13","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_harbor_view_013_corvin.mp3","unrecorded"
"vo_act_i_0014","Act I","ink/prologue.ink","54","ink/prologue.ink:54","mudflats_coat_wet","mudflats","CORVIN","Corvin Vale","Wool.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_coat_wet_014_corvin.mp3","unrecorded"
"vo_act_i_0015","Act I","ink/prologue.ink","56","ink/prologue.ink:56","mudflats_coat_wet","mudflats","CORVIN","Corvin Vale","Was expensive.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_coat_wet_015_corvin.mp3","unrecorded"
"vo_act_i_0016","Act I","ink/prologue.ink","58","ink/prologue.ink:58","mudflats_coat_wet","mudflats","CORVIN","Corvin Vale","Is now a sponge with buttons.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_coat_wet_016_corvin.mp3","unrecorded"
"vo_act_i_0017","Act I","ink/prologue.ink","60","ink/prologue.ink:60","mudflats_coat_wet","mudflats","NARRATION","Narration","He wrings one sleeve. A puddle forms and stays formed.","10","stage_direction_review","not_cast_stage_direction","","","vo/act_i/mudflats/mudflats_coat_wet_017_narration.mp3","unrecorded"
"vo_act_i_0018","Act I","ink/prologue.ink","62","ink/prologue.ink:62","mudflats_coat_wet","mudflats","CORVIN","Corvin Vale","It's a coat, and I'm not that far gone. Yet.","10","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/mudflats/mudflats_coat_wet_018_corvin.mp3","unrecorded"
"vo_act_i_0019","Act I","ink/prologue.ink","68","ink/prologue.ink:68","old_quay_tomas","old_quay","TOMAS","Tomas","Corvin?","1","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_019_tomas.mp3","unrecorded"
"vo_act_i_0020","Act I","ink/prologue.ink","70","ink/prologue.ink:70","old_quay_tomas","old_quay","NARRATION","Narration","Corvin keeps walking. Stops. Comes back.","6","stage_direction_review","not_cast_stage_direction","","","vo/act_i/old_quay/old_quay_tomas_020_narration.mp3","unrecorded"
"vo_act_i_0021","Act I","ink/prologue.ink","72","ink/prologue.ink:72","old_quay_tomas","old_quay","TOMAS","Tomas","Corvin Vale.","2","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_021_tomas.mp3","unrecorded"
"vo_act_i_0022","Act I","ink/prologue.ink","74","ink/prologue.ink:74","old_quay_tomas","old_quay","CORVIN","Corvin Vale","...Tomas?","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_022_corvin.mp3","unrecorded"
"vo_act_i_0023","Act I","ink/prologue.ink","76","ink/prologue.ink:76","old_quay_tomas","old_quay","TOMAS","Tomas","Oh, thank Christ. I've been trying to get someone's attention for two years and everyone just ties a rope to me.","21","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_023_tomas.mp3","unrecorded"
"vo_act_i_0024","Act I","ink/prologue.ink","78","ink/prologue.ink:78","old_quay_tomas","old_quay","CORVIN","Corvin Vale","Tomas, you're a bollard.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_024_corvin.mp3","unrecorded"
"vo_act_i_0025","Act I","ink/prologue.ink","80","ink/prologue.ink:80","old_quay_tomas","old_quay","TOMAS","Tomas","I'm aware.","2","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_025_tomas.mp3","unrecorded"
"vo_act_i_0026","Act I","ink/prologue.ink","82","ink/prologue.ink:82","old_quay_tomas","old_quay","CORVIN","Corvin Vale","You're a bollard, Tomas.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_026_corvin.mp3","unrecorded"
"vo_act_i_0027","Act I","ink/prologue.ink","84","ink/prologue.ink:84","old_quay_tomas","old_quay","TOMAS","Tomas","Yes, and you're standing in mud with no shoes on, so let's both take a moment before we start ranking each other.","22","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_027_tomas.mp3","unrecorded"
"vo_act_i_0028","Act I","ink/prologue.ink","86","ink/prologue.ink:86","old_quay_tomas","old_quay","NARRATION","Narration","Corvin crouches to eye level. There are eyes. Sort of.","10","stage_direction_review","not_cast_stage_direction","","","vo/act_i/old_quay/old_quay_tomas_028_narration.mp3","unrecorded"
"vo_act_i_0029","Act I","ink/prologue.ink","88","ink/prologue.ink:88","old_quay_tomas","old_quay","CORVIN","Corvin Vale","How long?","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_029_corvin.mp3","unrecorded"
"vo_act_i_0030","Act I","ink/prologue.ink","90","ink/prologue.ink:90","old_quay_tomas","old_quay","TOMAS","Tomas","Two years, give or take. Ran out of days and the salt got the rest.","15","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_030_tomas.mp3","unrecorded"
"vo_act_i_0031","Act I","ink/prologue.ink","92","ink/prologue.ink:92","old_quay_tomas","old_quay","TOMAS","Tomas","It's not so bad. You'd be amazed what people say in front of a mooring post.","16","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_031_tomas.mp3","unrecorded"
"vo_act_i_0032","Act I","ink/prologue.ink","94","ink/prologue.ink:94","old_quay_tomas","old_quay","CORVIN","Corvin Vale","Ran out of days.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_032_corvin.mp3","unrecorded"
"vo_act_i_0033","Act I","ink/prologue.ink","96","ink/prologue.ink:96","old_quay_tomas","old_quay","TOMAS","Tomas","Corvin. When did you get out of the water?","9","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_033_tomas.mp3","unrecorded"
"vo_act_i_0034","Act I","ink/prologue.ink","98","ink/prologue.ink:98","old_quay_tomas","old_quay","CORVIN","Corvin Vale","I didn't get in the water.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_034_corvin.mp3","unrecorded"
"vo_act_i_0035","Act I","ink/prologue.ink","100","ink/prologue.ink:100","old_quay_tomas","old_quay","TOMAS","Tomas","That's not what I asked.","5","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_035_tomas.mp3","unrecorded"
"vo_act_i_0036","Act I","ink/prologue.ink","102","ink/prologue.ink:102","old_quay_tomas","old_quay","CORVIN","Corvin Vale","This morning.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_036_corvin.mp3","unrecorded"
"vo_act_i_0037","Act I","ink/prologue.ink","104","ink/prologue.ink:104","old_quay_tomas","old_quay","TOMAS","Tomas","Right. Put your hand on your chest.","7","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_037_tomas.mp3","unrecorded"
"vo_act_i_0038","Act I","ink/prologue.ink","106","ink/prologue.ink:106","old_quay_tomas","old_quay","CORVIN","Corvin Vale","Tomas-","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_038_corvin.mp3","unrecorded"
"vo_act_i_0039","Act I","ink/prologue.ink","108","ink/prologue.ink:108","old_quay_tomas","old_quay","TOMAS","Tomas","Put your hand on your chest, Corvin.","7","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_039_tomas.mp3","unrecorded"
"vo_act_i_0040","Act I","ink/prologue.ink","110","ink/prologue.ink:110","old_quay_tomas","old_quay","NARRATION","Narration","He does. Waits. Moves it slightly. Waits. Takes it away and looks at it like it's the hand's fault.","19","stage_direction_review","not_cast_stage_direction","","","vo/act_i/old_quay/old_quay_tomas_040_narration.mp3","unrecorded"
"vo_act_i_0041","Act I","ink/prologue.ink","112","ink/prologue.ink:112","old_quay_tomas","old_quay","CORVIN","Corvin Vale","That's - no, that's a technique thing, you have to-","9","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_041_corvin.mp3","unrecorded"
"vo_act_i_0042","Act I","ink/prologue.ink","114","ink/prologue.ink:114","old_quay_tomas","old_quay","TOMAS","Tomas","Corvin.","1","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_042_tomas.mp3","unrecorded"
"vo_act_i_0043","Act I","ink/prologue.ink","116","ink/prologue.ink:116","old_quay_tomas","old_quay","CORVIN","Corvin Vale","I've never been good at finding it, even when-","9","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_043_corvin.mp3","unrecorded"
"vo_act_i_0044","Act I","ink/prologue.ink","118","ink/prologue.ink:118","old_quay_tomas","old_quay","TOMAS","Tomas","Corvin.","1","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_044_tomas.mp3","unrecorded"
"vo_act_i_0045","Act I","ink/prologue.ink","120","ink/prologue.ink:120","old_quay_tomas","old_quay","NARRATION","Narration","Water slaps the pilings.","4","stage_direction_review","not_cast_stage_direction","","","vo/act_i/old_quay/old_quay_tomas_045_narration.mp3","unrecorded"
"vo_act_i_0046","Act I","ink/prologue.ink","122","ink/prologue.ink:122","old_quay_tomas","old_quay","CORVIN","Corvin Vale","How long do I get?","5","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_046_corvin.mp3","unrecorded"
"vo_act_i_0047","Act I","ink/prologue.ink","124","ink/prologue.ink:124","old_quay_tomas","old_quay","TOMAS","Tomas","Nine days from when you went under. How many have you lost?","12","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_047_tomas.mp3","unrecorded"
"vo_act_i_0048","Act I","ink/prologue.ink","129","ink/prologue.ink:129","old_quay_tomas","old_quay","CORVIN","Corvin Vale","I don't know.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_048_corvin.mp3","unrecorded"
"vo_act_i_0049","Act I","ink/prologue.ink","131","ink/prologue.ink:131","old_quay_tomas","old_quay","TOMAS","Tomas","Then find out. That's the first thing. Everything else is second.","11","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_049_tomas.mp3","unrecorded"
"vo_act_i_0050","Act I","ink/prologue.ink","136","ink/prologue.ink:136","old_quay_equipment","","TOMAS","Tomas","Somebody put you in there.","5","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/unlocated/old_quay_equipment_050_tomas.mp3","unrecorded"
"vo_act_i_0051","Act I","ink/prologue.ink","138","ink/prologue.ink:138","old_quay_equipment","","CORVIN","Corvin Vale","I know.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/unlocated/old_quay_equipment_051_corvin.mp3","unrecorded"
"vo_act_i_0052","Act I","ink/prologue.ink","142","ink/prologue.ink:142","old_quay_equipment","","TOMAS","Tomas","Then go find out who, while you've still got the equipment to be angry with.","15","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/unlocated/old_quay_equipment_052_tomas.mp3","unrecorded"
"vo_act_i_0053","Act I","ink/prologue.ink","148","ink/prologue.ink:148","old_quay_tomas_topics","old_quay","TOMAS","Tomas","You want the honest answer or the one that helps?","10","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_053_tomas.mp3","unrecorded"
"vo_act_i_0054","Act I","ink/prologue.ink","150","ink/prologue.ink:150","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","Honest.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_054_corvin.mp3","unrecorded"
"vo_act_i_0055","Act I","ink/prologue.ink","152","ink/prologue.ink:152","old_quay_tomas_topics","old_quay","TOMAS","Tomas","The memory goes first. Oldest to newest, like lamps going out down a street.","14","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_055_tomas.mp3","unrecorded"
"vo_act_i_0056","Act I","ink/prologue.ink","154","ink/prologue.ink:154","old_quay_tomas_topics","old_quay","TOMAS","Tomas","You lose your mother, then your childhood, then the last twenty years, and the last thing left is whatever happened five minutes ago.","23","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_056_tomas.mp3","unrecorded"
"vo_act_i_0057","Act I","ink/prologue.ink","156","ink/prologue.ink:156","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Then you're standing very still and someone's tying a rope to you.","12","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_057_tomas.mp3","unrecorded"
"vo_act_i_0058","Act I","ink/prologue.ink","158","ink/prologue.ink:158","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","And the one that helps?","5","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_058_corvin.mp3","unrecorded"
"vo_act_i_0059","Act I","ink/prologue.ink","160","ink/prologue.ink:160","old_quay_tomas_topics","old_quay","TOMAS","Tomas","It's quick at the end.","5","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_059_tomas.mp3","unrecorded"
"vo_act_i_0060","Act I","ink/prologue.ink","162","ink/prologue.ink:162","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","Is that true?","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_060_corvin.mp3","unrecorded"
"vo_act_i_0061","Act I","ink/prologue.ink","164","ink/prologue.ink:164","old_quay_tomas_topics","old_quay","TOMAS","Tomas","No.","1","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_061_tomas.mp3","unrecorded"
"vo_act_i_0062","Act I","ink/prologue.ink","166","ink/prologue.ink:166","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Nobody drowns in Mordida harbor by accident. It's four feet deep at the quay and you could swim before you could read.","22","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_062_tomas.mp3","unrecorded"
"vo_act_i_0063","Act I","ink/prologue.ink","168","ink/prologue.ink:168","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","I know.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_063_corvin.mp3","unrecorded"
"vo_act_i_0064","Act I","ink/prologue.ink","170","ink/prologue.ink:170","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Then go find out who, while you've still got the equipment to be angry with.","15","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_064_tomas.mp3","unrecorded"
"vo_act_i_0065","Act I","ink/prologue.ink","172","ink/prologue.ink:172","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","How do I get back on the roll?","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_065_corvin.mp3","unrecorded"
"vo_act_i_0066","Act I","ink/prologue.ink","174","ink/prologue.ink:174","old_quay_tomas_topics","old_quay","TOMAS","Tomas","The Registry. Old woman runs it, no name, just the job.","11","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_066_tomas.mp3","unrecorded"
"vo_act_i_0067","Act I","ink/prologue.ink","176","ink/prologue.ink:176","old_quay_tomas_topics","old_quay","TOMAS","Tomas","She won't do it as a favour. She's never done anything as a favour in her life. You'll have to duel her for it.","24","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_067_tomas.mp3","unrecorded"
"vo_act_i_0068","Act I","ink/prologue.ink","178","ink/prologue.ink:178","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","With what?","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_068_corvin.mp3","unrecorded"
"vo_act_i_0069","Act I","ink/prologue.ink","180","ink/prologue.ink:180","old_quay_tomas_topics","old_quay","TOMAS","Tomas","With what you've done. Same as everyone.","7","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_069_tomas.mp3","unrecorded"
"vo_act_i_0070","Act I","ink/prologue.ink","182","ink/prologue.ink:182","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","I need someone to forgive me a debt.","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_070_corvin.mp3","unrecorded"
"vo_act_i_0071","Act I","ink/prologue.ink","184","ink/prologue.ink:184","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Nobody on this island will forgive you anything. You're a notary.","11","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_071_tomas.mp3","unrecorded"
"vo_act_i_0072","Act I","ink/prologue.ink","186","ink/prologue.ink:186","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Unless. Half-Coin Prosper's in the almshouse with the rot. He meets everyone fresh every morning.","16","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_072_tomas.mp3","unrecorded"
"vo_act_i_0073","Act I","ink/prologue.ink","188","ink/prologue.ink:188","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","He'd still have to have a reason.","7","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_073_corvin.mp3","unrecorded"
"vo_act_i_0074","Act I","ink/prologue.ink","190","ink/prologue.ink:190","old_quay_tomas_topics","old_quay","TOMAS","Tomas","So give him one before noon.","6","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_074_tomas.mp3","unrecorded"
"vo_act_i_0075","Act I","ink/prologue.ink","192","ink/prologue.ink:192","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","I need to pass for living.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_075_corvin.mp3","unrecorded"
"vo_act_i_0076","Act I","ink/prologue.ink","194","ink/prologue.ink:194","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Warmth and a pulse. That's all anyone checks, because that's all there is.","13","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_076_tomas.mp3","unrecorded"
"vo_act_i_0077","Act I","ink/prologue.ink","196","ink/prologue.ink:196","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","Warmth I can borrow.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_077_corvin.mp3","unrecorded"
"vo_act_i_0078","Act I","ink/prologue.ink","198","ink/prologue.ink:198","old_quay_tomas_topics","old_quay","TOMAS","Tomas","A pulse you'll have to build.","6","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_078_tomas.mp3","unrecorded"
"vo_act_i_0079","Act I","ink/prologue.ink","200","ink/prologue.ink:200","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","Tell me something about myself.","5","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_079_corvin.mp3","unrecorded"
"vo_act_i_0080","Act I","ink/prologue.ink","202","ink/prologue.ink:202","old_quay_tomas_topics","old_quay","TOMAS","Tomas","You keep a list of everyone who's ever been wrong about you.","12","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_080_tomas.mp3","unrecorded"
"vo_act_i_0081","Act I","ink/prologue.ink","204","ink/prologue.ink:204","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","That's private.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_081_corvin.mp3","unrecorded"
"vo_act_i_0082","Act I","ink/prologue.ink","206","ink/prologue.ink:206","old_quay_tomas_topics","old_quay","TOMAS","Tomas","It's alphabetical, Corvin. You showed it to me. Twice.","9","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_082_tomas.mp3","unrecorded"
"vo_act_i_0083","Act I","ink/prologue.ink","208","ink/prologue.ink:208","old_quay_tomas_topics","old_quay","CORVIN","Corvin Vale","Nothing. Just checking you're still here.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_tomas_topics_083_corvin.mp3","unrecorded"
"vo_act_i_0084","Act I","ink/prologue.ink","210","ink/prologue.ink:210","old_quay_tomas_topics","old_quay","TOMAS","Tomas","Where would I go.","4","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_tomas_topics_084_tomas.mp3","unrecorded"
"vo_act_i_0085","Act I","ink/prologue.ink","216","ink/prologue.ink:216","old_quay_silent_bollards","old_quay","CORVIN","Corvin Vale","Grey. Person-shaped if you're not careful about it.","9","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_silent_bollards_085_corvin.mp3","unrecorded"
"vo_act_i_0086","Act I","ink/prologue.ink","218","ink/prologue.ink:218","old_quay_silent_bollards","old_quay","CORVIN","Corvin Vale","Nothing.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_silent_bollards_086_corvin.mp3","unrecorded"
