"line_id","line_type","speaker","audio_path","status","size_bytes","recording_queue_status","packet_status","source_ref"
"vo_act_i_0034","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_034_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:98"
"vo_act_i_0035","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_035_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:100"
"vo_act_i_0036","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_036_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:102"
"vo_act_i_0037","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_037_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:104"
"vo_act_i_0038","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_038_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:106"
"vo_act_i_0039","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_039_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:108"
"vo_act_i_0041","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_041_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:112"
"vo_act_i_0042","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_042_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:114"
"vo_act_i_0043","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_043_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:116"
"vo_act_i_0044","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_044_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:118"
"vo_act_i_0046","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_046_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:122"
"vo_act_i_0047","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_047_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:124"
"vo_act_i_0048","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_048_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:129"
"vo_act_i_0049","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_049_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:131"
"vo_act_i_0050","act_i_scene","TOMAS","vo/act_i/unlocated/old_quay_equipment_050_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:136"
"vo_act_i_0051","act_i_scene","CORVIN","vo/act_i/unlocated/old_quay_equipment_051_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:138"
"vo_act_i_0052","act_i_scene","TOMAS","vo/act_i/unlocated/old_quay_equipment_052_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:142"
"vo_act_i_0053","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_053_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:148"
"vo_act_i_0054","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_054_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:150"
"vo_act_i_0055","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_055_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:152"
"vo_act_i_0056","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_056_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:154"
"vo_act_i_0057","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_057_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:156"
"vo_act_i_0058","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_058_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:158"
"vo_act_i_0059","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_059_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:160"
"vo_act_i_0060","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_060_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:162"
"vo_act_i_0061","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_061_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:164"
"vo_act_i_0062","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_062_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:166"
"vo_act_i_0063","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_063_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:168"
"vo_act_i_0064","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_064_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:170"
"vo_act_i_0065","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_065_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:172"
"vo_act_i_0066","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_066_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:174"
"vo_act_i_0067","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_067_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:176"
"vo_act_i_0068","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_068_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:178"
"vo_act_i_0069","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_069_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:180"
"vo_act_i_0070","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_070_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:182"
"vo_act_i_0071","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_071_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:184"
"vo_act_i_0072","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_072_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:186"
"vo_act_i_0073","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_073_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:188"
"vo_act_i_0074","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_074_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:190"
"vo_act_i_0075","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_075_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:192"
"vo_act_i_0076","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_076_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:194"
"vo_act_i_0077","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_077_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:196"
"vo_act_i_0078","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_078_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:198"
"vo_act_i_0079","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_079_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:200"
"vo_act_i_0080","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_080_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:202"
"vo_act_i_0081","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_081_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:204"
"vo_act_i_0082","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_082_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:206"
"vo_act_i_0083","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_tomas_topics_083_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:208"
"vo_act_i_0084","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_tomas_topics_084_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:210"
"vo_act_i_0085","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_silent_bollards_085_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:216"
"vo_act_i_0086","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_silent_bollards_086_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:218"
"vo_act_i_0087","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_silent_bollards_087_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:220"
"vo_act_i_0088","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_silent_bollards_088_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:222"
"vo_act_i_0089","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_silent_bollards_089_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:224"
"vo_act_i_0090","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_petra_090_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:230"
"vo_act_i_0091","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_petra_091_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:232"
"vo_act_i_0092","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_petra_092_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:234"
"vo_act_i_0093","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_petra_093_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:236"
"vo_act_i_0094","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_ledger_094_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:242"
"vo_act_i_0095","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_ledger_095_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:244"
"vo_act_i_0096","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_ledger_096_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:246"
"vo_act_i_0097","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_ledger_097_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:248"
"vo_act_i_0098","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_bride_098_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:254"
"vo_act_i_0099","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_bride_099_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:256"
"vo_act_i_0100","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollard_bride_100_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:258"
"vo_act_i_0101","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollard_bride_101_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:260"
"vo_act_i_0102","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollards_all_seen_102_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:266"
"vo_act_i_0103","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollards_all_seen_103_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:268"
"vo_act_i_0104","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollards_all_seen_104_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:270"
"vo_act_i_0105","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_bollards_all_seen_105_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:272"
"vo_act_i_0106","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_bollards_all_seen_106_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:274"
"vo_act_i_0107","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_flask_107_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:280"
"vo_act_i_0108","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_flask_108_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:282"
"vo_act_i_0109","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_flask_109_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:284"
"vo_act_i_0110","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_flask_110_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:286"
"vo_act_i_0111","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_flask_111_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:288"
"vo_act_i_0112","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_rope_cleat_112_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:294"
"vo_act_i_0113","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_rope_cleat_113_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:296"
"vo_act_i_0114","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_rope_cleat_114_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:298"
"vo_act_i_0115","act_i_scene","TOMAS","vo/act_i/old_quay/old_quay_rope_cleat_115_tomas.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:300"
"vo_act_i_0116","act_i_scene","CORVIN","vo/act_i/old_quay/old_quay_rope_cleat_116_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:302"
"vo_act_i_0117","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_arrival_117_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:310"
"vo_act_i_0118","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_arrival_118_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:312"
"vo_act_i_0119","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_arrival_119_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:316"
"vo_act_i_0120","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_arrival_120_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:318"
"vo_act_i_0121","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_121_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:324"
"vo_act_i_0122","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_122_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:326"
"vo_act_i_0123","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_123_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:328"
"vo_act_i_0124","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_124_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:330"
"vo_act_i_0126","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_126_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:334"
"vo_act_i_0127","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_127_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:336"
"vo_act_i_0128","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_128_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:338"
"vo_act_i_0129","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_129_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:340"
"vo_act_i_0130","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_130_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:342"
"vo_act_i_0131","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_131_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:344"
"vo_act_i_0132","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_public_recognition_132_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:346"
"vo_act_i_0133","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_133_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:348"
"vo_act_i_0135","act_i_scene","WOMAN","vo/act_i/salt_market/salt_market_public_recognition_135_woman.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:352"
"vo_act_i_0136","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_136_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:354"
"vo_act_i_0137","act_i_scene","WOMAN","vo/act_i/salt_market/salt_market_public_recognition_137_woman.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:356"
"vo_act_i_0139","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_139_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:360"
"vo_act_i_0141","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_141_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:364"
"vo_act_i_0142","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_public_recognition_142_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:366"
"vo_act_i_0144","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_boot_stall_after_144_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:374"
"vo_act_i_0145","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_boot_stall_after_145_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:376"
"vo_act_i_0146","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_boot_stall_after_146_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:378"
"vo_act_i_0147","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_boot_stall_after_147_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:380"
"vo_act_i_0148","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_boot_stall_after_148_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:382"
"vo_act_i_0149","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_boot_stall_after_149_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:384"
"vo_act_i_0150","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_boot_stall_after_150_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:386"
"vo_act_i_0151","act_i_scene","BOOT_SELLER","vo/act_i/salt_market/salt_market_boot_stall_after_151_boot_seller.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:388"
"vo_act_i_0152","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_boot_stall_after_152_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:390"
"vo_act_i_0153","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_fishmonger_153_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:396"
"vo_act_i_0154","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_fishmonger_154_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:398"
"vo_act_i_0155","act_i_scene","MONGER","vo/act_i/salt_market/salt_market_fishmonger_155_monger.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:400"
"vo_act_i_0156","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_fishmonger_156_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:402"
"vo_act_i_0157","act_i_scene","MONGER","vo/act_i/salt_market/salt_market_fishmonger_157_monger.mp3","missing","0","blocked_pending_cast_decision","blocked_no_packet","ink/prologue.ink:404"
"vo_act_i_0158","act_i_scene","CORVIN","vo/act_i/salt_market/salt_market_fishmonger_158_corvin.mp3","missing","0","scratch_ready","scratch_ready_packeted","ink/prologue.ink:406"
