"line_id","confession_id","part","speaker","character","text","word_count","category","weight","act_available","acquisition","source_file","source_ref","audio_path","recording_status","scratch_voice","scratch_voice_id","rule_note"
"vo_confession_cf_lust_arguments","cf_lust_arguments","confession","CORVIN","Corvin Vale","I've kissed people to end arguments I was losing.","9","LUST","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_lust_arguments","vo/confessions/cf_lust_arguments.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_arguments_elaboration","cf_lust_arguments","elaboration","CORVIN","Corvin Vale","It works. That's the ugly part. It works almost every time.","11","LUST","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_lust_arguments","vo/confessions/cf_lust_arguments_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_advice","cf_lust_advice","confession","CORVIN","Corvin Vale","I've undressed every woman who's ever asked me for legal advice.","11","LUST","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_advice","vo/confessions/cf_lust_advice.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_advice_elaboration","cf_lust_advice","elaboration","CORVIN","Corvin Vale","Not with my hands. That would at least have been honest.","11","LUST","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_advice","vo/confessions/cf_lust_advice_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_tar","cf_lust_tar","confession","CORVIN","Corvin Vale","There's a smell — tar and orange peel — that stops me dead in the street.","14","LUST","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_tar","vo/confessions/cf_lust_tar.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_tar_elaboration","cf_lust_tar","elaboration","CORVIN","Corvin Vale","I stand there like an idiot until it's gone. Twelve years. I still do it. I did it yesterday and I don't have a nose anymore.","26","LUST","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_tar","vo/confessions/cf_lust_tar_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_float","cf_lust_float","confession","CORVIN","Corvin Vale","I go to the Float and pay for conversation.","9","LUST","4","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_lust_float","vo/confessions/cf_lust_float.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_float_elaboration","cf_lust_float","elaboration","CORVIN","Corvin Vale","And I let them think it's the other thing, because the other thing is less embarrassing to want.","18","LUST","4","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_lust_float","vo/confessions/cf_lust_float_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_schedule","cf_lust_schedule","confession","CORVIN","Corvin Vale","I learned her husband's schedule before I learned her name.","10","LUST","5","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_schedule","vo/confessions/cf_lust_schedule.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_schedule_elaboration","cf_lust_schedule","elaboration","CORVIN","Corvin Vale","I told myself it was diligence.","6","LUST","5","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_schedule","vo/confessions/cf_lust_schedule_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_hated","cf_pride_hated","confession","CORVIN","Corvin Vale","I'd rather be hated accurately than liked by mistake.","9","PRIDE","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_hated","vo/confessions/cf_pride_hated.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_hated_elaboration","cf_pride_hated","elaboration","CORVIN","Corvin Vale","I've arranged my entire life around that and I've never once examined it.","13","PRIDE","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_hated","vo/confessions/cf_pride_hated_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_voice","cf_pride_voice","confession","CORVIN","Corvin Vale","I'm dead and I'm still doing the voice.","8","PRIDE","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_voice","vo/confessions/cf_pride_voice.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_voice_elaboration","cf_pride_voice","elaboration","CORVIN","Corvin Vale","The one I use for clients. Lower. Slower. You've been hearing it this whole time.","15","PRIDE","2","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_voice","vo/confessions/cf_pride_voice_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_dontknow","cf_pride_dontknow","confession","CORVIN","Corvin Vale","I've never once said 'I don't know' to a paying client.","11","PRIDE","3","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_dontknow","vo/confessions/cf_pride_dontknow.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_dontknow_elaboration","cf_pride_dontknow","elaboration","CORVIN","Corvin Vale","I've said a great many other things instead. Some of them were even true.","14","PRIDE","3","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_dontknow","vo/confessions/cf_pride_dontknow_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_list","cf_pride_list","confession","CORVIN","Corvin Vale","I keep a list of everyone who's ever been wrong about me.","12","PRIDE","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_list","vo/confessions/cf_pride_list.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_list_elaboration","cf_pride_list","elaboration","CORVIN","Corvin Vale","It's alphabetical. It's four pages. I update it.","8","PRIDE","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_list","vo/confessions/cf_pride_list_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_twice","cf_pride_twice","confession","CORVIN","Corvin Vale","I've been the smartest man in a room exactly twice.","10","PRIDE","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_twice","vo/confessions/cf_pride_twice.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_twice_elaboration","cf_pride_twice","elaboration","CORVIN","Corvin Vale","And I've never let anyone forget either occasion, including the people who weren't there.","14","PRIDE","3","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_twice","vo/confessions/cf_pride_twice_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_grammar","cf_pride_grammar","confession","CORVIN","Corvin Vale","I corrected a dying man's grammar.","6","PRIDE","4","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_grammar","vo/confessions/cf_pride_grammar.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_grammar_elaboration","cf_pride_grammar","elaboration","CORVIN","Corvin Vale","He had about nine minutes left and I spent one of them on 'whom.'","15","PRIDE","4","1","OVERHEARD","data/confessions.json","data/confessions.json#cf_pride_grammar","vo/confessions/cf_pride_grammar_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_counselor","cf_pride_counselor","confession","CORVIN","Corvin Vale","I let people call me 'counselor.'","7","PRIDE","5","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_counselor","vo/confessions/cf_pride_counselor.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_counselor_elaboration","cf_pride_counselor","elaboration","CORVIN","Corvin Vale","I've never passed a bar. I've never sat one. I've never been in a room where one was being sat.","20","PRIDE","5","1","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_counselor","vo/confessions/cf_pride_counselor_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_harbor","cf_bt_harbor","confession","CORVIN","Corvin Vale","I signed her out of her own harbor.","8","BETRAYAL","8","2","COMMITTED","data/confessions.json","data/confessions.json#cf_bt_harbor","vo/confessions/cf_bt_harbor.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_harbor_elaboration","cf_bt_harbor","elaboration","CORVIN","Corvin Vale","Sabine gave me one document to witness and told me not to read it. So I read it, and I understood it, and I notarized it anyway, and that signature is why Kane can walk into her office whenever he likes.","41","BETRAYAL","8","2","COMMITTED","data/confessions.json","data/confessions.json#cf_bt_harbor","vo/confessions/cf_bt_harbor_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_tomas","cf_bt_tomas","confession","CORVIN","Corvin Vale","I gave them Tomas's name.","5","BETRAYAL","8","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_bt_tomas","vo/confessions/cf_bt_tomas.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_tomas_elaboration","cf_bt_tomas","elaboration","CORVIN","Corvin Vale","He's the third bollard past the customs house. People tie boats to him. He's still glad to see me. That's the worst of it — he's still glad to see me and he doesn't know why he shouldn't be.","38","BETRAYAL","8","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_bt_tomas","vo/confessions/cf_bt_tomas_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_father","cf_cow_father","confession","CORVIN","Corvin Vale","I've been dead nine days and I haven't gone to see my father's grave.","14","COWARDICE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_father","vo/confessions/cf_cow_father.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_father_elaboration","cf_cow_father","elaboration","CORVIN","Corvin Vale","It's four streets. I've walked past the gate twice. I have six days left and I'm going to spend them not doing it.","23","COWARDICE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_father","vo/confessions/cf_cow_father_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_questions","cf_cow_questions","confession","CORVIN","Corvin Vale","I've never asked her a question I didn't already know the answer to.","13","COWARDICE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_questions","vo/confessions/cf_cow_questions.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_questions_elaboration","cf_cow_questions","elaboration","CORVIN","Corvin Vale","In case. Twelve years of conversation and I've never once been surprised on purpose.","14","COWARDICE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_questions","vo/confessions/cf_cow_questions_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_fire","cf_cow_fire","confession","CORVIN","Corvin Vale","I ran from a fire and told myself I was going for help.","13","COWARDICE","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_fire","vo/confessions/cf_cow_fire.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_fire_elaboration","cf_cow_fire","elaboration","CORVIN","Corvin Vale","I went home. I made tea. I read for an hour. I remember what I read.","16","COWARDICE","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_fire","vo/confessions/cf_cow_fire_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_names","cf_cruel_names","confession","CORVIN","Corvin Vale","I've made three people cry on purpose.","7","CRUELTY","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_names","vo/confessions/cf_cruel_names.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_names_elaboration","cf_cruel_names","elaboration","CORVIN","Corvin Vale","I remember all their names. Fondly. That's the confession — not the crying, the fondly.","14","CRUELTY","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_names","vo/confessions/cf_cruel_names_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_receipts","cf_cruel_receipts","confession","CORVIN","Corvin Vale","I keep people's worst moments the way other men keep receipts.","11","CRUELTY","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_receipts","vo/confessions/cf_cruel_receipts.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
