"id","room_code","room_id","room_title","kind","name","route","status","source_path","runtime_path","position","critical_roles"
"old_quay_generated_reference_grime_texture","R02","old_quay","The Old Quay","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/old_quay/grime_texture.png","","",""
"old_quay_generated_reference_ink_wash_edge_breakup","R02","old_quay","The Old Quay","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/old_quay/ink_wash_edge_breakup.png","","",""
"old_quay_generated_reference_palette_safe_mood_reference","R02","old_quay","The Old Quay","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/old_quay/palette_safe_mood_reference.png","","",""
"old_quay_generated_reference_non_clickable_dressing_silhouettes","R02","old_quay","The Old Quay","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/old_quay/non_clickable_dressing_silhouettes.png","","",""
"old_quay_interactive_layer_bollard_tomas","R02","old_quay","The Old Quay","interactive_layer","Bollard Tomas","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/tomas.psd","game/rooms/old_quay/props/tomas.png","470, 720","conditional_followup|confession_source"
"old_quay_interactive_layer_empty_flask","R02","old_quay","The Old Quay","interactive_layer","Empty flask","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/flask.psd","game/rooms/old_quay/props/flask.png","1180, 760","item_reward"
"old_quay_interactive_layer_rope_cleat","R02","old_quay","The Old Quay","interactive_layer","Rope cleat","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/old_quay/ropecleat.psd","game/rooms/old_quay/props/ropecleat.png","720, 800","wet_verb|item_reward"
"old_quay_navigation_silhouette_salt_market","R02","old_quay","The Old Quay","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tosaltmarket.psd","game/rooms/old_quay/background/old_quay_bg.png","1700, 700",""
"old_quay_navigation_silhouette_mudflats","R02","old_quay","The Old Quay","navigation_silhouette","Mudflats","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/old_quay/tomudflats.psd","game/rooms/old_quay/background/old_quay_bg.png","180, 760",""
"salt_market_meshy_source_model_market_stall_shells","R03","salt_market","Salt Market","meshy_source_model","market stall shells","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/salt_market/market_stall_shells.glb","","",""
"salt_market_meshy_source_model_boot_stall","R03","salt_market","Salt Market","meshy_source_model","boot stall","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/salt_market/boot_stall.glb","","",""
"salt_market_meshy_source_model_hanging_lamps","R03","salt_market","Salt Market","meshy_source_model","hanging lamps","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/salt_market/hanging_lamps.glb","","",""
"salt_market_meshy_source_model_crowd_silhouette_blockers","R03","salt_market","Salt Market","meshy_source_model","crowd silhouette blockers","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/salt_market/crowd_silhouette_blockers.glb","","",""
"salt_market_generated_reference_public_crowd_mood","R03","salt_market","Salt Market","generated_reference","public crowd mood","reference_board_only","pending","docs/art/reference/act_i/salt_market/public_crowd_mood.png","","",""
"salt_market_generated_reference_salt_signage_grime","R03","salt_market","Salt Market","generated_reference","salt signage grime","reference_board_only","pending","docs/art/reference/act_i/salt_market/salt_signage_grime.png","","",""
"salt_market_generated_reference_market_awning_texture","R03","salt_market","Salt Market","generated_reference","market awning texture","reference_board_only","pending","docs/art/reference/act_i/salt_market/market_awning_texture.png","","",""
"salt_market_interactive_layer_church_sign","R03","salt_market","Salt Market","interactive_layer","Church sign","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/churchsign.psd","game/rooms/salt_market/props/churchsign.png","1380, 540","wet_verb"
"salt_market_interactive_layer_boot_stall","R03","salt_market","Salt Market","interactive_layer","Boot stall","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/bootstall.psd","game/rooms/salt_market/props/bootstall.png","300, 720","gated"
"salt_market_interactive_layer_fishmonger","R03","salt_market","Salt Market","interactive_layer","Fishmonger","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/fishmonger.psd","game/rooms/salt_market/props/fishmonger.png","520, 720","confession_source"
"salt_market_interactive_layer_confession_queue","R03","salt_market","Salt Market","interactive_layer","Confession queue","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/confessionqueue.psd","game/rooms/salt_market/props/confessionqueue.png","1180, 720","confession_source"
"salt_market_interactive_layer_crowd","R03","salt_market","Salt Market","interactive_layer","Crowd","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/salt_market/marketcrowd.psd","game/rooms/salt_market/props/marketcrowd.png","960, 760","confession_source|item_reward"
"salt_market_navigation_silhouette_registry","R03","salt_market","Salt Market","navigation_silhouette","Registry","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toregistry.psd","game/rooms/salt_market/background/salt_market_bg.png","520, 650",""
"salt_market_navigation_silhouette_church","R03","salt_market","Salt Market","navigation_silhouette","Church","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochurch.psd","game/rooms/salt_market/background/salt_market_bg.png","1660, 650",""
"salt_market_navigation_silhouette_bone_chandler","R03","salt_market","Salt Market","navigation_silhouette","Bone Chandler","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tochandler.psd","game/rooms/salt_market/background/salt_market_bg.png","820, 655",""
"salt_market_navigation_silhouette_almshouse","R03","salt_market","Salt Market","navigation_silhouette","Almshouse","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/toalmshouse.psd","game/rooms/salt_market/background/salt_market_bg.png","1120, 655",""
"salt_market_navigation_silhouette_fish_hall","R03","salt_market","Salt Market","navigation_silhouette","Fish Hall","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tofishhall.psd","game/rooms/salt_market/background/salt_market_bg.png","1390, 655",""
"salt_market_navigation_silhouette_old_quay","R03","salt_market","Salt Market","navigation_silhouette","Old Quay","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/salt_market/tooldquay.psd","game/rooms/salt_market/background/salt_market_bg.png","180, 740",""
"harbor_registry_meshy_source_model_registrar_desk","R05","harbor_registry","Harbor Registry","meshy_source_model","Registrar desk","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbor_registry/registrar_desk.glb","","",""
"harbor_registry_meshy_source_model_ledger_stacks","R05","harbor_registry","Harbor Registry","meshy_source_model","ledger stacks","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbor_registry/ledger_stacks.glb","","",""
"harbor_registry_meshy_source_model_roll_book_lectern","R05","harbor_registry","Harbor Registry","meshy_source_model","roll book lectern","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbor_registry/roll_book_lectern.glb","","",""
"harbor_registry_meshy_source_model_window_frame","R05","harbor_registry","Harbor Registry","meshy_source_model","window frame","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbor_registry/window_frame.glb","","",""
"harbor_registry_generated_reference_grime_texture","R05","harbor_registry","Harbor Registry","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/harbor_registry/grime_texture.png","","",""
"harbor_registry_generated_reference_ink_wash_edge_breakup","R05","harbor_registry","Harbor Registry","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/harbor_registry/ink_wash_edge_breakup.png","","",""
"harbor_registry_generated_reference_palette_safe_mood_reference","R05","harbor_registry","Harbor Registry","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/harbor_registry/palette_safe_mood_reference.png","","",""
"harbor_registry_generated_reference_non_clickable_dressing_silhouettes","R05","harbor_registry","Harbor Registry","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/harbor_registry/non_clickable_dressing_silhouettes.png","","",""
"harbor_registry_interactive_layer_kestrel_ledger","R05","harbor_registry","Harbor Registry","interactive_layer","Kestrel ledger","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/kestrelledger.psd","game/rooms/harbor_registry/props/kestrelledger.png","1220, 610","blocked_feedback|confession_source|item_reward|gated"
"harbor_registry_interactive_layer_desk_lamp","R05","harbor_registry","Harbor Registry","interactive_layer","Desk lamp","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/desklamp.psd","game/rooms/harbor_registry/props/desklamp.png","890, 650","wet_verb"
"harbor_registry_interactive_layer_registrar","R05","harbor_registry","Harbor Registry","interactive_layer","Registrar","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/harbor_registry/registrar.psd","game/rooms/harbor_registry/props/registrar.png","980, 690","duel|blocked_feedback|item_reward|gated"
"harbor_registry_navigation_silhouette_salt_market","R05","harbor_registry","Harbor Registry","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/harbor_registry/tosaltmarket.psd","game/rooms/harbor_registry/background/harbor_registry_bg.png","180, 740",""
"bone_chandler_meshy_source_model_bone_shelf_units","R06","bone_chandler","The Bone Chandler","meshy_source_model","bone shelf units","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/bone_chandler/bone_shelf_units.glb","","",""
"bone_chandler_meshy_source_model_trade_counter","R06","bone_chandler","The Bone Chandler","meshy_source_model","trade counter","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/bone_chandler/trade_counter.glb","","",""
"bone_chandler_meshy_source_model_chess_set_scale_prop","R06","bone_chandler","The Bone Chandler","meshy_source_model","chess set scale prop","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/bone_chandler/chess_set_scale_prop.glb","","",""
"bone_chandler_meshy_source_model_prosper_watch_display_block","R06","bone_chandler","The Bone Chandler","meshy_source_model","Prosper watch display block","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/bone_chandler/prosper_watch_display_block.glb","","",""
"bone_chandler_generated_reference_grime_texture","R06","bone_chandler","The Bone Chandler","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/bone_chandler/grime_texture.png","","",""
"bone_chandler_generated_reference_ink_wash_edge_breakup","R06","bone_chandler","The Bone Chandler","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/bone_chandler/ink_wash_edge_breakup.png","","",""
"bone_chandler_generated_reference_palette_safe_mood_reference","R06","bone_chandler","The Bone Chandler","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/bone_chandler/palette_safe_mood_reference.png","","",""
"bone_chandler_generated_reference_non_clickable_dressing_silhouettes","R06","bone_chandler","The Bone Chandler","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/bone_chandler/non_clickable_dressing_silhouettes.png","","",""
"bone_chandler_interactive_layer_prosper_s_watch","R06","bone_chandler","The Bone Chandler","interactive_layer","Prosper's watch","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/bone_chandler/prosperwatch.psd","game/rooms/bone_chandler/props/prosperwatch.png","1010, 700","blocked_feedback|item_reward|gated"
"bone_chandler_navigation_silhouette_almshouse","R06","bone_chandler","The Bone Chandler","navigation_silhouette","Almshouse","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/toalmshouse.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","1700, 730",""
"bone_chandler_navigation_silhouette_salt_market","R06","bone_chandler","The Bone Chandler","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/tosaltmarket.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","180, 740",""
"almshouse_meshy_source_model_cot_rows","R07","almshouse","The Almshouse","meshy_source_model","cot rows","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb","","",""
"almshouse_meshy_source_model_window_frame","R07","almshouse","The Almshouse","meshy_source_model","window frame","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/almshouse/window_frame.glb","","",""
"almshouse_meshy_source_model_privacy_screens","R07","almshouse","The Almshouse","meshy_source_model","privacy screens","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/almshouse/privacy_screens.glb","","",""
"almshouse_meshy_source_model_prosper_sitting_silhouette_block","R07","almshouse","The Almshouse","meshy_source_model","Prosper sitting silhouette block","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/almshouse/prosper_sitting_silhouette_block.glb","","",""
"almshouse_generated_reference_grime_texture","R07","almshouse","The Almshouse","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/almshouse/grime_texture.png","","",""
"almshouse_generated_reference_ink_wash_edge_breakup","R07","almshouse","The Almshouse","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/almshouse/ink_wash_edge_breakup.png","","",""
"almshouse_generated_reference_palette_safe_mood_reference","R07","almshouse","The Almshouse","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/almshouse/palette_safe_mood_reference.png","","",""
"almshouse_generated_reference_non_clickable_dressing_silhouettes","R07","almshouse","The Almshouse","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/almshouse/non_clickable_dressing_silhouettes.png","","",""
"almshouse_interactive_layer_half_coin_prosper","R07","almshouse","The Almshouse","interactive_layer","Half-Coin Prosper","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/almshouse/halfcoinprosper.psd","game/rooms/almshouse/props/halfcoinprosper.png","980, 700","blocked_feedback|item_reward|gated"
"almshouse_navigation_silhouette_salt_market","R07","almshouse","The Almshouse","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tosaltmarket.psd","game/rooms/almshouse/background/almshouse_bg.png","1700, 730",""
"almshouse_navigation_silhouette_bone_chandler","R07","almshouse","The Almshouse","navigation_silhouette","Bone Chandler","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tobonechandler.psd","game/rooms/almshouse/background/almshouse_bg.png","180, 740",""
"fish_hall_meshy_source_model_ice_table","R08","fish_hall","The Fish Hall","meshy_source_model","ice table","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/fish_hall/ice_table.glb","","",""
"fish_hall_meshy_source_model_drain_grate","R08","fish_hall","The Fish Hall","meshy_source_model","drain grate","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/fish_hall/drain_grate.glb","","",""
"fish_hall_meshy_source_model_visitor_book_stand","R08","fish_hall","The Fish Hall","meshy_source_model","visitor book stand","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/fish_hall/visitor_book_stand.glb","","",""
"fish_hall_meshy_source_model_tagged_body_table_silhouette","R08","fish_hall","The Fish Hall","meshy_source_model","tagged body-table silhouette","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/fish_hall/tagged_body_table_silhouette.glb","","",""
"fish_hall_generated_reference_grime_texture","R08","fish_hall","The Fish Hall","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/fish_hall/grime_texture.png","","",""
"fish_hall_generated_reference_ink_wash_edge_breakup","R08","fish_hall","The Fish Hall","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/fish_hall/ink_wash_edge_breakup.png","","",""
"fish_hall_generated_reference_palette_safe_mood_reference","R08","fish_hall","The Fish Hall","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/fish_hall/palette_safe_mood_reference.png","","",""
"fish_hall_generated_reference_non_clickable_dressing_silhouettes","R08","fish_hall","The Fish Hall","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/fish_hall/non_clickable_dressing_silhouettes.png","","",""
"fish_hall_interactive_layer_visitor_book","R08","fish_hall","The Fish Hall","interactive_layer","Visitor book","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/fish_hall/visitorbook.psd","game/rooms/fish_hall/props/visitorbook.png","1260, 690","confession_source"
"fish_hall_interactive_layer_coroner_tag","R08","fish_hall","The Fish Hall","interactive_layer","Coroner tag","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/fish_hall/coronertag.psd","game/rooms/fish_hall/props/coronertag.png","960, 710","item_reward"
"fish_hall_interactive_layer_drain","R08","fish_hall","The Fish Hall","interactive_layer","Drain","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/fish_hall/drain.psd","game/rooms/fish_hall/props/drain.png","1500, 780","wet_verb"
"fish_hall_navigation_silhouette_salt_market","R08","fish_hall","The Fish Hall","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/fish_hall/tosaltmarket.psd","game/rooms/fish_hall/background/fish_hall_bg.png","180, 740",""
"church_of_the_drowned_meshy_source_model_confession_booth","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","confession booth","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/church_of_the_drowned/confession_booth.glb","","",""
"church_of_the_drowned_meshy_source_model_church_ledger_desk","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Church ledger desk","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/church_of_the_drowned/church_ledger_desk.glb","","",""
"church_of_the_drowned_meshy_source_model_receipt_window","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","receipt window","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/church_of_the_drowned/receipt_window.glb","","",""
"church_of_the_drowned_meshy_source_model_green_lamp_housings","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","green lamp housings","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/church_of_the_drowned/green_lamp_housings.glb","","",""
"church_of_the_drowned_generated_reference_institutional_absinthe_green_light","R09","church_of_the_drowned","Church of the Drowned","generated_reference","institutional absinthe-green light","reference_board_only","pending","docs/art/reference/act_i/church_of_the_drowned/institutional_absinthe_green_light.png","","",""
"church_of_the_drowned_generated_reference_paper_bureaucracy_texture","R09","church_of_the_drowned","Church of the Drowned","generated_reference","paper bureaucracy texture","reference_board_only","pending","docs/art/reference/act_i/church_of_the_drowned/paper_bureaucracy_texture.png","","",""
"church_of_the_drowned_generated_reference_wet_stone_grime","R09","church_of_the_drowned","Church of the Drowned","generated_reference","wet stone grime","reference_board_only","pending","docs/art/reference/act_i/church_of_the_drowned/wet_stone_grime.png","","",""
"church_of_the_drowned_interactive_layer_confession_booth","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","Confession booth","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/confessionbooth.psd","game/rooms/church_of_the_drowned/props/confessionbooth.png","780, 650","item_reward"
"church_of_the_drowned_interactive_layer_teodor_s_stall","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","Teodor's stall","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/ratecard.psd","game/rooms/church_of_the_drowned/props/ratecard.png","940, 700","blocked_feedback|confession_source|item_reward|gated"
"church_of_the_drowned_interactive_layer_poor_box","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","Poor box","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/poorbox.psd","game/rooms/church_of_the_drowned/props/poorbox.png","620, 720","confession_source"
"church_of_the_drowned_navigation_silhouette_grey_float","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","Grey Float","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/togreyfloat.psd","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","1700, 730",""
"church_of_the_drowned_navigation_silhouette_salt_market","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","Salt Market","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/tosaltmarket.psd","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","180, 740",""
"grey_float_meshy_source_model_barge_wall_ribs","R10","grey_float","The Grey Float","meshy_source_model","barge wall ribs","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/grey_float/barge_wall_ribs.glb","","",""
"grey_float_meshy_source_model_steam_screen_partitions","R10","grey_float","The Grey Float","meshy_source_model","steam-screen partitions","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/grey_float/steam_screen_partitions.glb","","",""
"grey_float_meshy_source_model_lamp_clusters","R10","grey_float","The Grey Float","meshy_source_model","lamp clusters","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/grey_float/lamp_clusters.glb","","",""
"grey_float_meshy_source_model_bathhouse_railings","R10","grey_float","The Grey Float","meshy_source_model","bathhouse railings","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/grey_float/bathhouse_railings.glb","","",""
"grey_float_generated_reference_steam_density","R10","grey_float","The Grey Float","generated_reference","steam density","reference_board_only","pending","docs/art/reference/act_i/grey_float/steam_density.png","","",""
"grey_float_generated_reference_warm_silhouette_privacy_shapes","R10","grey_float","The Grey Float","generated_reference","warm silhouette privacy shapes","reference_board_only","pending","docs/art/reference/act_i/grey_float/warm_silhouette_privacy_shapes.png","","",""
"grey_float_generated_reference_non_explicit_labor_staging","R10","grey_float","The Grey Float","generated_reference","non-explicit labor staging","reference_board_only","pending","docs/art/reference/act_i/grey_float/non_explicit_labor_staging.png","","",""
"grey_float_generated_reference_amber_trap_mood","R10","grey_float","The Grey Float","generated_reference","amber trap mood","reference_board_only","pending","docs/art/reference/act_i/grey_float/amber_trap_mood.png","","",""
"grey_float_interactive_layer_bilge_regulator","R10","grey_float","The Grey Float","interactive_layer","Bilge regulator","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/grey_float/bilgeregulator.psd","game/rooms/grey_float/props/bilgeregulator.png","900, 700","blocked_feedback|item_reward|gated"
"grey_float_interactive_layer_staff_corner","R10","grey_float","The Grey Float","interactive_layer","Staff corner","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/grey_float/staffcorner.psd","game/rooms/grey_float/props/staffcorner.png","620, 710","confession_source"
"grey_float_interactive_layer_hot_pool","R10","grey_float","The Grey Float","interactive_layer","Hot pool","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/grey_float/hotpool.psd","game/rooms/grey_float/props/hotpool.png","1220, 720","blocked_feedback|gated"
"grey_float_navigation_silhouette_harbormaster","R10","grey_float","The Grey Float","navigation_silhouette","Harbormaster","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/toharbormaster.psd","game/rooms/grey_float/background/grey_float_bg.png","1700, 730",""
"grey_float_navigation_silhouette_church","R10","grey_float","The Grey Float","navigation_silhouette","Church","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/tochurch.psd","game/rooms/grey_float/background/grey_float_bg.png","180, 740",""
"harbormaster_office_meshy_source_model_office_desk","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","office desk","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbormaster_office/office_desk.glb","","",""
"harbormaster_office_meshy_source_model_filing_wall","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","filing wall","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbormaster_office/filing_wall.glb","","",""
"harbormaster_office_meshy_source_model_checklist_board","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","checklist board","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb","","",""
"harbormaster_office_meshy_source_model_frosted_glass_door","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","frosted glass door","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb","","",""
"harbormaster_office_generated_reference_grime_texture","R11","harbormaster_office","Harbormaster's Office","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/harbormaster_office/grime_texture.png","","",""
"harbormaster_office_generated_reference_ink_wash_edge_breakup","R11","harbormaster_office","Harbormaster's Office","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/harbormaster_office/ink_wash_edge_breakup.png","","",""
"harbormaster_office_generated_reference_palette_safe_mood_reference","R11","harbormaster_office","Harbormaster's Office","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/harbormaster_office/palette_safe_mood_reference.png","","",""
